sha,message,html_url,repository_id,repository_full_name,repository_private,repository_fork
011a3922c7134b204d4f415b0a6cab0ad0102a10,"Refactor template literal tests//Summary:/Refactor template literal tests before I make changes, removing function in array pattern which is no longer required now that I added support for `declare const`, enabling `all=true`, etc.//Changelog: [internal]//Reviewed By: SamChou19815//Differential Revision: D42731498//fbshipit-source-id: fbe07fd52436d8865a5915b7b0b1e33c09de75ba",https://github.com/facebook/flow/commit/011a3922c7134b204d4f415b0a6cab0ad0102a10,25880891,facebook/flow,False,False
cc325bac6738435b253f646344df404247fc09a6,"thrift struct node template//Summary:/simplifying the migration and establishing a pattern to follow in switch state nodes//- define USE_THRIFT_COW(NODE)/- define base as ThriftStructNode<NODE, THRIFT_TYPE>/- provide explicit template instantiation in corresponding cpp file.//for maps similar pattern exist//- define Traits/- define base as ThriftMapNode<MAP, Traits>/- provide explicit template instantiation in corresponding cpp file.//Following this address all compiler errors and avoid copy.//Reviewed By: peygar//Differential Revision:/D40918338//LaMa Project: L1125642//fbshipit-source-id: 6a3236a25ddbfc9d830db48650baad632832e210",https://github.com/facebook/fboss/commit/cc325bac6738435b253f646344df404247fc09a6,31927407,facebook/fboss,False,False
e3844c5dca777bdadbaa2e7118904239049f062c,"Make the base abstract domain class non polymorphic//Summary:/# Context/The base class for all abstract domains is `AbstractDomain`, which uses CRTP, in addition with pure virtual methods to enforce children to implement its interface.//# Problem/Using virtual methods has the downside of making all children classes polymorphic, which means that all instances have to store a virtual table pointer, in addition to their members./This can be costly and is actually never necessary, since `AbstractDomain` also uses CRTP (Curiously Recurring Template Pattern). We would never upcast a children class (say `ConstantAbstractDomain`) into the base class (`AbstractDomain<ConstantAbstractDomain>`) since it is templated by the child class. All virtual calls can actually be resolved statically, since all implementations are marked with `final`.//Also note that each time we wrap an abstract domain in another one, this adds a virtual table pointer. A domain product of N domains will hence have N+1 virtual table pointers (one for each element and one for the top level class).//# Solution/The proposed solution here is to remove all virtual methods from the `AbstractDomain` class, and rely on static asserts to check that children implement the interface properly.//The downside is readability, since static asserts are pretty verbose and require the use of C++ traits./Compiler errors are also worse, since one would now get a static error with obscure traits when forgetting or mistyping a method from the interface, instead of having an error about a missing virtual method./Since sparta aims at speed and performance, I believe this is a necessary cost.//In the future, we could probably use C++ concepts (in C++20) for better readability.//Reviewed By: arnaudvenet//Differential Revision: D45236059//fbshipit-source-id: 78b7f73252465f0f4c4430815697016d3a7d32de",https://github.com/facebook/SPARTA/commit/e3844c5dca777bdadbaa2e7118904239049f062c,132040907,facebook/SPARTA,False,False
17875005dcd92f239cb5bf939770e43d34b9269b,"Make the base abstract domain class non polymorphic//Summary:/# Context/The base class for all abstract domains is `AbstractDomain`, which uses CRTP, in addition with pure virtual methods to enforce children to implement its interface.//# Problem/Using virtual methods has the downside of making all children classes polymorphic, which means that all instances have to store a virtual table pointer, in addition to their members./This can be costly and is actually never necessary, since `AbstractDomain` also uses CRTP (Curiously Recurring Template Pattern). We would never upcast a children class (say `ConstantAbstractDomain`) into the base class (`AbstractDomain<ConstantAbstractDomain>`) since it is templated by the child class. All virtual calls can actually be resolved statically, since all implementations are marked with `final`.//Also note that each time we wrap an abstract domain in another one, this adds a virtual table pointer. A domain product of N domains will hence have N+1 virtual table pointers (one for each element and one for the top level class).//# Solution/The proposed solution here is to remove all virtual methods from the `AbstractDomain` class, and rely on static asserts to check that children implement the interface properly.//The downside is readability, since static asserts are pretty verbose and require the use of C++ traits./Compiler errors are also worse, since one would now get a static error with obscure traits when forgetting or mistyping a method from the interface, instead of having an error about a missing virtual method./Since sparta aims at speed and performance, I believe this is a necessary cost.//In the future, we could probably use C++ concepts (in C++20) for better readability.//Reviewed By: arnaudvenet//Differential Revision: D45236059//fbshipit-source-id: 78b7f73252465f0f4c4430815697016d3a7d32de",https://github.com/facebook/mariana-trench/commit/17875005dcd92f239cb5bf939770e43d34b9269b,317710554,facebook/mariana-trench,False,False
e63392938400904ce979468349cabf2940abf690,"Make the base abstract domain class non polymorphic//Summary:/# Context/The base class for all abstract domains is `AbstractDomain`, which uses CRTP, in addition with pure virtual methods to enforce children to implement its interface.//# Problem/Using virtual methods has the downside of making all children classes polymorphic, which means that all instances have to store a virtual table pointer, in addition to their members./This can be costly and is actually never necessary, since `AbstractDomain` also uses CRTP (Curiously Recurring Template Pattern). We would never upcast a children class (say `ConstantAbstractDomain`) into the base class (`AbstractDomain<ConstantAbstractDomain>`) since it is templated by the child class. All virtual calls can actually be resolved statically, since all implementations are marked with `final`.//Also note that each time we wrap an abstract domain in another one, this adds a virtual table pointer. A domain product of N domains will hence have N+1 virtual table pointers (one for each element and one for the top level class).//# Solution/The proposed solution here is to remove all virtual methods from the `AbstractDomain` class, and rely on static asserts to check that children implement the interface properly.//The downside is readability, since static asserts are pretty verbose and require the use of C++ traits./Compiler errors are also worse, since one would now get a static error with obscure traits when forgetting or mistyping a method from the interface, instead of having an error about a missing virtual method./Since sparta aims at speed and performance, I believe this is a necessary cost.//In the future, we could probably use C++ concepts (in C++20) for better readability.//Reviewed By: arnaudvenet//Differential Revision: D45236059//fbshipit-source-id: 78b7f73252465f0f4c4430815697016d3a7d32de",https://github.com/facebook/redex/commit/e63392938400904ce979468349cabf2940abf690,54664770,facebook/redex,False,False
19715cf4fb11640d07b973a3eb0e918ee27691ac,"Add .metro-health-check to .gitignore//Summary:/Changelog:/[General][Changed] - Add Metro health check files to the template's `.gitignore`//We're adding an opt-in watcher health check to Metro, which can occasionally leave files named `.metro-health-check*` in the project. To ensure this doesn't clutter people's repos accidentally if enabled, we preemptively add this as a pattern to `.gitignore` in the new project template. We also add it to the React Native repo's `.gitignore` file just in case.//Reviewed By: arushikesarwani94//Differential Revision: D40352040//fbshipit-source-id: 261803b684d79292c014205084e61d5e4f7aeb3d",https://github.com/facebook/react-native/commit/19715cf4fb11640d07b973a3eb0e918ee27691ac,29028775,facebook/react-native,False,False
154ea30aea0f5097cd1992c310f78fa26c6ae7c7,simplify field_ref mustache template//Summary:/This diff added two mustache node//1. use_field_ref?/2. field_ref_type//This simplifies repeating patterns in mustache template//Reviewed By: iahs//Differential Revision: D33901209//fbshipit-source-id: 0e07dec1c9f367af837abf618a564c60603788da,https://github.com/facebook/fbthrift/commit/154ea30aea0f5097cd1992c310f78fa26c6ae7c7,11131631,facebook/fbthrift,False,False
78e1481b9f061c963d9e1816c69b7b3c86b9c2ed,Fix regex to support Systemd template units//Summary://Systemd supports [template units](https://www.freedesktop.org/software/systemd/man/systemd.unit.html) whose instances are appended as `@` after the unit name. The current job reaper regex does not support this pattern and ends up cleaning active units only to be recreated again later. This patch adds the `@` as one of the supported unit file patterns.//Reviewed By: joshuamiller01//Differential Revision: D33958894//fbshipit-source-id: 89e879baaf652fda5759ad49ccf18623be02de46,https://github.com/facebook/chef-cookbooks/commit/78e1481b9f061c963d9e1816c69b7b3c86b9c2ed,48260686,facebook/chef-cookbooks,False,False
24955e404ad437aaae43c1edd423c31a7aa3671b,jfconfig: add proprietary to northdome//Summary:/The northdome platform is affected by anything in the/`proprietary/meta-amd/yaap` directory.  Add capability to the jf/template to specify per-machine patterns and add yaap to northdome.//Test Plan: Visually inspect the jfconfig for changes.//Reviewed By: garnermic//fbshipit-source-id: e0727360bb296fa1c100084fb2c5e272fd12c4b2,https://github.com/facebook/openbmc/commit/24955e404ad437aaae43c1edd423c31a7aa3671b,31917712,facebook/openbmc,False,False
411c2fb240dd8ef2f5d7a52c8e0d58d57742b2cd,"Add file picker to text field//Summary:/See Previous diff for context about image uploading.//If a user doesn't know about drag&drop and pasting images, it's hard to learn about. By having an explicit *click to upload file* UX, it becomes discoverable. Also some users may struggle with drag&drop but can handle a click-to-upload.//(TODO: we should handle keyboard-only opening of the file picker for accessibility)//In this diff I add the notion of the EditorToolbar for a CommitInfoField. This is a button bar floating at the bottom of the text area that can include various buttons/editor status/messages. This is a common UI pattern for adding features to a text area.//Here we add the file upload button and later add the status of ongoing uploads and let you cancel ongoing uploads.//In the future we may add additional buttons to this toolbar, like filling from a template or whatever//The file picker itself is an icon button using a paperclip icon. That's the typical icon used for attaching files (email, facebook composer, etc). Surprisingly vscode codicons doesn't have a paperclip icon, so I had to make one myself. I styled it with width that roughly matches codicons. I might make a PR to codicons to add this icon.//The file picker is handled as an `<input type=""file"" />`. To customize rendering, we need to use a `<label>` & hide the input, so clicking on the label opens the input even though it's hidden.//Reviewed By: quark-zju//Differential Revision: D43332597//fbshipit-source-id: bfce7e9a866c2993e6280d0054c7751c8f366179",https://github.com/facebook/sapling/commit/411c2fb240dd8ef2f5d7a52c8e0d58d57742b2cd,58146669,facebook/sapling,False,False
